,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,PREVIOUS_LOANS_COUNT,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,DAYS_CREDIT_UPDATE,AMT_ANNUITY_y,MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,SK_ID_PREV,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,HOUR_APPR_PROCESS_START_y,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,DAYS_DECISION,SELLERPLACE_AREA,CNT_PAYMENT,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,MONTHS_BALANCE_x,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,SK_DPD_x,SK_DPD_DEF_x,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT,MONTHS_BALANCE_y,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,SK_DPD_y,SK_DPD_DEF_y
255,100295,1.0,Cash loans,M,Y,N,1,225000.0,1019205.0,31032.0,774000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-11356,-602.0,-335.0,-3224,9.0,1,1,0,1,0,0,Laborers,2.0,1,1,MONDAY,14,1,0,1,0,0,0,Business Entity Type 3,0.2620051155519113,0.3023938171668298,0.4632753280912678,0.2402,0.1098,0.9916,0.8844,0.4682,0.4,0.1724,0.5417,0.5,0.0223,0.1942,0.227,0.0077,0.0075,0.2447,0.1139,0.9916,0.8889,0.4724,0.4028,0.1724,0.5417,0.5,0.0228,0.2121,0.2365,0.0078,0.008,0.2425,0.1098,0.9916,0.8859,0.4711,0.4,0.1724,0.5417,0.5,0.0227,0.1975,0.231,0.0078,0.0077,reg oper account,block of flats,0.1874,Panel,No,3.0,0.0,3.0,0.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,6.0,0.0,1.0,0.0530116238112011,0.2207602984679235,112500.0,0.13792,0.030447260364696,6.0,-800.0,0.0,-17.2,-374.8,0.0,0.0,273000.0,107838.75,0.0,0.0,-260.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,100296,0.0,Cash loans,M,N,Y,1,225000.0,223884.0,24241.5,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-17186,-1116.0,-4258.0,-730,,1,1,0,1,0,1,Drivers,3.0,1,1,SUNDAY,13,0,1,1,0,0,0,Business Entity Type 3,0.602751870061926,0.7117915010199288,,0.1649,0.0,0.9881,0.8368,0.0374,0.16,0.1379,0.375,0.4167,0.2082,0.1345,0.1643,0.0,0.0,0.1681,0.0,0.9881,0.8432,0.0378,0.1611,0.1379,0.375,0.4167,0.2129,0.1469,0.1712,0.0,0.0,0.1665,0.0,0.9881,0.8390000000000001,0.0377,0.16,0.1379,0.375,0.4167,0.2118,0.1368,0.1673,0.0,0.0,reg oper account,block of flats,0.1672,Panel,No,0.0,0.0,0.0,0.0,-231.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.064936576283021,1.0049847242321917,75000.0,0.10774,0.1082770541887763,,,,,,,,,,,,,,,4.0,2251345.25,12405.39,125659.125,143602.875,0.0,167545.5,12.75,1.0,0.0,,,-407.75,549.25,14.0,243424.0,-422.3333333333333,121778.33333333331,243363.0,243364.66666666663,0.3333333333333333,-4.0,128773.33714285714,135000.0,13435.714285714286,19747.285714285717,0.0,6311.571428571428,4713.280714285714,7114.155,6097.847142857143,121318.74642857142,125949.36214285716,125949.36214285716,0.7142857142857143,1.5714285714285714,0.0,0.8571428571428571,2.142857142857143,0.0,0.0,2.833333333333333,7.333333333333333,-285.4375,-294.3171296296296,11301.31848214286,18158.461339285717,-13.0,21.0,14.857142857142858,0.0,0.0
257,100297,0.0,Cash loans,M,Y,N,0,135000.0,334152.0,17059.5,270000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10427,-1274.0,-2609.0,-3027,9.0,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Self-employed,,0.6126231664059472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-1002.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.1221827946676896,0.4040077569489334,67500.0,0.1263666666666666,0.0510531135531135,,,,,,,,,,,,,,,5.0,2167732.6,13271.325,71246.7,69639.3,4732.875,89058.375,12.6,1.0,0.0525848210479234,,,-1010.6,534.6,9.333333333333334,365243.0,-1363.6666666666667,-1113.6666666666667,-1173.6666666666667,-1165.3333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0555555555555556,4.285714285714286,-1265.095238095238,-1288.4666666666667,15851.272857142858,14840.827857142858,-41.833333333333336,9.047619047619047,5.3809523809523805,0.0,0.0
258,100298,0.0,Cash loans,F,N,Y,0,270000.0,473760.0,48676.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16223,-3077.0,-3425.0,-5501,,1,1,0,1,0,0,Managers,2.0,3,1,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.4923105677275208,,0.1959,0.3627,0.9712,0.6056,0.0377,0.0,0.3793,0.1667,0.0417,0.1716,0.1513,0.2448,0.0386,0.1504,0.1996,0.3764,0.9712,0.621,0.038,0.0,0.3793,0.1667,0.0417,0.1755,0.1653,0.255,0.0389,0.1593,0.1978,0.3627,0.9712,0.6109,0.0379,0.0,0.3793,0.1667,0.0417,0.1746,0.1539,0.2492,0.0388,0.1536,reg oper account,block of flats,0.2252,"Stone, brick",No,0.0,0.0,0.0,0.0,-1485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.1896689884731554,0.5699088145896657,135000.0,0.1802833333333333,0.1027450607902735,2.0,-238.5,0.0,781.5,-160.0,,0.0,266125.005,0.0,450000.0,0.0,-90.5,45000.0,-3.75,6.0,1830360.6666666667,31986.693,279832.5,361200.75,16789.5,419748.75,9.5,1.0,0.2874044147853042,,,-943.3333333333334,483.5,9.6,273697.75,-1145.0,90546.25,90538.75,90547.75,0.0,-16.5,358866.879,450000.0,18750.0,18750.0,0.0,0.0,18861.08275862069,20723.275862068964,20032.5,349685.0745,359959.281,359959.281,0.1666666666666666,0.1666666666666666,0.0,0.0,15.0,0.0,0.0,0.8,10.785487288135592,-961.1302966101696,-967.6538665254236,19858.59502754237,17522.279402542372,-37.833333333333336,7.944444444444444,3.8333333333333335,0.0,0.0
259,100299,0.0,Revolving loans,F,N,Y,0,112500.0,540000.0,27000.0,540000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-19045,-11916.0,-6644.0,-2566,,1,1,0,1,0,0,Medicine staff,2.0,2,2,SATURDAY,12,0,0,0,1,1,0,Medicine,,0.7047612832459343,0.5884877883422673,0.0464,0.0712,0.993,0.9048,0.0303,0.0,0.1207,0.1667,0.2083,,0.0378,0.0554,0.0,0.0,0.0315,0.0694,0.9881,0.8432,0.0306,0.0,0.1034,0.1667,0.2083,,0.0275,0.0577,0.0,0.0,0.0468,0.0712,0.993,0.9061,0.0305,0.0,0.1207,0.1667,0.2083,,0.0385,0.0564,0.0,0.0,reg oper account,block of flats,0.0602,"Stone, brick",No,6.0,0.0,6.0,0.0,-1393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.6256760304541874,0.2083333333333333,56250.0,0.24,0.05,4.0,-1500.75,0.0,-1043.0,-1281.6666666666667,,0.0,93132.0,2176.875,0.0,0.0,-862.5,,,6.0,1683753.8333333333,26339.274,267598.5,441442.5,4905.0,401397.75,13.666666666666666,1.0,0.0506943285181317,,,-977.8333333333334,82.5,18.8,365243.0,72054.6,72594.6,145375.6,72387.6,0.6,-9.5,0.0,350000.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.3492857142857142,7.751818181818182,-1068.365454545455,-1069.3612337662337,24686.163794805198,26325.90850616883,-27.625,23.30952380952381,16.05952380952381,0.0,0.0
260,100300,1.0,Cash loans,M,N,N,0,63000.0,426645.0,22468.5,324000.0,Other_A,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018634,-12209,-1572.0,-6348.0,-4551,,1,1,0,1,1,0,Sales staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Trade: type 3,,0.474891701732854,0.3154721549257734,0.1041,0.1126,0.9806,0.7348,0.0012,0.0,0.2069,0.1667,0.2083,0.0195,0.0841,0.09,0.0039,0.0646,0.1061,0.1168,0.9806,0.7452,0.0012,0.0,0.2069,0.1667,0.2083,0.02,0.0918,0.0937,0.0039,0.0684,0.1051,0.1126,0.9806,0.7383,0.0012,0.0,0.2069,0.1667,0.2083,0.0199,0.0855,0.0916,0.0039,0.066,reg oper spec account,block of flats,0.0855,"Stone, brick",No,3.0,1.0,3.0,1.0,-2149.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287574739945941,0.147663748549731,63000.0,0.3566428571428571,0.0526632211792005,1.0,-9.0,0.0,1087.0,,0.0,0.0,162381.6,162381.6,0.0,0.0,-9.0,,,2.0,2123436.0,8242.605,72605.25,75465.0,2250.0,72605.25,10.5,1.0,0.0690171678764834,,,-2350.5,7.5,12.0,365243.0,-2319.0,-1989.0,-1989.0,-1980.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,6.897058823529411,-2142.0882352941176,-2147.6323529411766,8239.281727941176,6310.608198529411,-71.0,12.0,5.538461538461538,1.7307692307692308,0.2307692307692307
261,100301,1.0,Cash loans,M,N,Y,1,112500.0,571486.5,31131.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-8292,-166.0,-3062.0,-16,,1,1,0,1,0,0,Laborers,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.2532889043013798,0.2009260877159709,0.0737,0.1016,0.4933,0.8232,0.0632,0.08,0.1379,0.3333,0.0417,0.0405,0.0,0.1469,0.0,0.0038,0.0,0.1054,0.0,0.8301,0.0637,0.0,0.1379,0.3333,0.0417,0.0414,0.0,0.1531,0.0,0.004,0.0744,0.1016,0.4933,0.8256,0.0636,0.08,0.1379,0.3333,0.0417,0.0412,0.0,0.1496,0.0,0.0039,reg oper spec account,block of flats,0.0,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,2.0,0.0200192957067052,0.1968550438199327,37500.0,0.27672,0.0544737277258517,9.0,-94.44444444444444,0.0,3516.8888888888887,-67.83333333333333,,0.0,27581.5,10888.0,0.0,0.0,-47.44444444444444,0.0,-1.7777777777777777,7.0,1949223.142857143,17806.4175,147801.07928571428,173421.0,4502.511,147801.07928571428,12.714285714285714,1.0,0.0352345336945823,,,-1296.857142857143,1246.142857142857,13.666666666666666,365243.0,-866.0,-746.0,-761.0,-757.0,0.0,,,,,,,,,,,,,,,,,,,,,1.1666666666666663,2.625,-817.25,-825.3958333333334,17749.2046875,14854.5796875,-27.5,5.0,3.0,0.8571428571428571,0.0
262,100302,0.0,Cash loans,F,N,Y,0,180000.0,187704.0,9256.5,148500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0196889999999999,-9105,-482.0,-5874.0,-1139,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Bank,0.3418505435993493,0.4794306372473876,0.0516817674367294,0.0959,0.0925,0.9871,0.8232,0.0152,0.0,0.2069,0.1667,0.2083,0.111,0.0748,0.0759,0.0154,0.0723,0.0977,0.096,0.9871,0.8301,0.0153,0.0,0.2069,0.1667,0.2083,0.1136,0.0817,0.0791,0.0156,0.0765,0.0968,0.0925,0.9871,0.8256,0.0153,0.0,0.2069,0.1667,0.2083,0.113,0.0761,0.0773,0.0155,0.0738,reg oper account,block of flats,0.0837,Panel,No,0.0,0.0,0.0,0.0,-930.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0529379461834157,0.9589566551591868,90000.0,0.051425,0.0493143459915611,13.0,-528.3846153846154,0.0,301.4,-475.2857142857143,594.9375,0.0,156505.84615384616,32045.785714285717,5118.074999999999,0.0,-270.0769230769231,3562.232727272727,-11.653846153846152,15.0,1848519.4,5795.02125,58392.6,70986.6,0.0,125127.0,11.533333333333331,1.0,0.0,,,-351.3333333333333,32.86666666666667,24.75,304267.0,-555.1666666666666,60988.833333333336,60563.833333333336,60568.0,0.1666666666666666,-10.5,155272.869,180000.0,14827.5,26977.383,0.0,12149.883,7460.205749999999,27695.605263157893,20405.99925,151742.11275,154967.769,154967.769,0.45,6.5,0.0,6.05,8.55,0.0,0.0,0.9601851851851853,8.17816091954023,-434.5229885057472,-444.77666028097065,12553.293139367815,12526.774432471264,-15.1,20.73333333333333,17.2,0.0,0.0
263,100303,0.0,Cash loans,F,N,Y,0,292500.0,254700.0,15709.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.016612,-24006,,-2239.0,-4447,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.2824903715892518,0.4101025731788671,0.0742,0.0306,0.9876,0.83,0.0182,0.08,0.0517,0.4792,0.5208,0.1202,0.0605,0.1177,0.0,0.0,0.0756,0.0317,0.9786,0.7190000000000001,0.0184,0.0806,0.0345,0.3333,0.375,0.123,0.0661,0.0738,0.0,0.0,0.0749,0.0306,0.9876,0.8323,0.0183,0.08,0.0517,0.4792,0.5208,0.1223,0.0616,0.1198,0.0,0.0,reg oper account,block of flats,0.0657,"Stone, brick",No,1.0,0.0,1.0,0.0,-609.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,,1.1484098939929328,292500.0,0.0537076923076923,0.0616784452296819,10.0,-722.2,0.0,-378.6,-673.75,0.0,0.0,150514.6905,17212.292999999998,1234.5814285714284,0.0,-532.0,5527.5,-12.75,17.0,1949438.3529411764,15061.435714285715,173375.48647058825,187858.3394117647,786.375,210527.37642857144,11.529411764705882,1.0,0.0253454036973813,,,-1194.5882352941176,1.0,15.571428571428571,324634.0,-1529.4444444444443,39475.11111111111,79926.88888888889,79933.11111111111,0.6666666666666666,-5.0,503951.2150000001,765000.0,92250.0,94463.375,0.0,29202.910714285717,19608.055,29442.85714285714,21213.41,487744.38,501508.2150000001,501508.2150000001,2.2857142857142856,7.555555555555555,0.0,7.428571428571429,2.333333333333333,0.0,0.0,1.097930283224401,6.309343434343434,-1384.9488636363635,-1400.549054268172,23834.681964906416,23532.025743315506,-50.9375,15.46527777777778,10.042929292929292,0.05,0.05
264,100304,0.0,Revolving loans,F,N,Y,0,225000.0,675000.0,33750.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.008019,-22794,-15632.0,-7959.0,-4311,,1,1,0,1,1,0,,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6549426491435624,0.7958031328748403,0.0464,0.0556,0.9891,0.8504,0.0247,0.0,0.1034,0.1667,0.2083,0.0386,0.0378,0.0548,0.0,0.0,0.0473,0.0577,0.9891,0.8563,0.0249,0.0,0.1034,0.1667,0.2083,0.0395,0.0413,0.0571,0.0,0.0,0.0468,0.0556,0.9891,0.8524,0.0249,0.0,0.1034,0.1667,0.2083,0.0393,0.0385,0.0558,0.0,0.0,not specified,block of flats,0.0566,"Stone, brick",No,0.0,0.0,0.0,0.0,-1121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857945073264894,0.3333333333333333,225000.0,0.15,0.05,11.0,-1802.4545454545453,0.0,-1288.1,-1293.0,0.414,0.0909090909090909,180371.0209090909,0.0,90000.0,0.0,-1153.090909090909,,,1.0,2116543.0,5344.425,118633.5,118633.5,0.0,118633.5,14.0,1.0,0.0,,,-143.0,100.0,24.0,365243.0,-109.0,581.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,3.7142857142857135,2.4285714285714284,-66.14285714285714,-80.0,8332.026428571427,16046.312142857145,-3.0,24.0,22.25,0.0,0.0
265,100305,0.0,Cash loans,M,Y,Y,0,135000.0,237024.0,15970.5,180000.0,"Spouse, partner",Working,Incomplete higher,Single / not married,House / apartment,0.020713,-9011,-100.0,-7897.0,-1654,15.0,1,1,0,1,0,1,Sales staff,1.0,3,3,SATURDAY,6,0,0,0,0,0,0,Business Entity Type 3,0.158196548745863,0.4342249243207465,,0.0186,0.0487,0.9727,0.626,0.034,0.0,0.069,0.0833,0.125,0.0184,0.0151,0.022,0.0,0.0,0.0189,0.0505,0.9727,0.6406,0.0343,0.0,0.069,0.0833,0.125,0.0188,0.0165,0.0229,0.0,0.0,0.0187,0.0487,0.9727,0.631,0.0343,0.0,0.069,0.0833,0.125,0.0187,0.0154,0.0224,0.0,0.0,reg oper account,block of flats,0.0173,"Stone, brick",No,1.0,0.0,1.0,0.0,-945.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0110975474420153,0.5695625759416768,135000.0,0.1183,0.0673792527339003,,,,,,,,,,,,,,,1.0,1217722.0,19846.62,109710.0,115501.5,0.0,109710.0,12.0,1.0,0.0,,,-945.0,1000.0,6.0,365243.0,-913.0,-763.0,-763.0,-755.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.5,-838.0,-852.6666666666666,19844.16,19844.16,-28.0,6.0,3.0,0.0,0.0
266,100307,0.0,Cash loans,M,N,Y,0,225000.0,451804.5,35824.5,369000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-16546,-1480.0,-2196.0,-7,,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,11,0,1,1,0,1,1,Military,0.5725847271056428,0.6803211845067775,0.4489622731076524,0.2773,0.1882,0.9771,0.6872,,0.04,0.1724,0.3333,,,,0.2404,,0.0931,0.2826,0.1953,0.9772,0.6994,,0.0403,0.1724,0.3333,,,,0.2504,,0.0986,0.28,0.1882,0.9771,0.6914,,0.04,0.1724,0.3333,,,,0.2447,,0.0951,,block of flats,0.2093,,No,2.0,1.0,2.0,0.0,-745.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0894476006285507,0.4980030079381679,112500.0,0.15922,0.0792920389239151,13.0,-1269.0,0.0,2926.75,-1035.0,1002.75,0.0,394727.3861538461,27354.5,13499.916428571429,0.0,-666.0769230769231,11717.15625,-20.57692307692308,14.0,2032042.0,17247.9825,256833.32142857145,274355.6785714286,3671.25,399518.5,15.071428571428571,1.0,0.0342247840147784,,,-1420.5,78.21428571428571,20.6,324350.22222222225,-2024.0,39365.11111111111,-1628.0,39089.22222222222,0.7777777777777778,-46.5,21848.63527173913,67500.0,3414.1304347826085,3414.1304347826085,0.0,0.0,1210.4401648351648,4810.357173913043,4550.233695652174,20619.424565217392,21809.399673913045,21809.399673913045,0.3804347826086957,0.3804347826086957,0.0,0.0,25.582417582417584,0.0217391304347826,0.0217391304347826,0.9964285714285714,11.758312245993404,-1774.31588835212,-1783.1840694732,55472.50981961698,53863.48028674949,-59.8125,17.346825396825395,12.628075396825396,0.3957264957264957,0.3957264957264957
267,100308,0.0,Cash loans,M,N,N,0,157500.0,208512.0,21892.5,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-14534,-3397.0,-3776.0,-5113,,1,1,1,1,0,0,Sales staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.8766530258119177,0.7284562016754909,0.4974688893052743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1891.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.2337278106508875,0.7553522099447514,78750.0,0.139,0.1049939571823204,5.0,-704.6,0.0,-231.0,-598.0,0.0,0.0,159704.98200000002,19349.1,89104.84199999999,0.0,-225.0,16826.01,-11.3,5.0,1794760.8,8684.7975,89510.4,89502.3,7331.625,111888.0,16.0,1.0,0.0522891495927168,,,-1164.6,883.0,18.0,365243.0,-1691.0,-1241.0,-1311.0,-1306.3333333333333,0.0,,,,,,,,,,,,,,,,,,,,,1.0892857142857142,7.166666666666667,-1506.0,-1516.4503968253969,14255.163214285718,13968.655089285714,-49.66666666666666,14.013888888888888,7.319444444444445,0.3888888888888889,0.3888888888888889
268,100309,0.0,Cash loans,F,N,Y,0,157500.0,263686.5,15268.5,238500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0105,-16098,-3131.0,-7189.0,-4143,,1,1,0,1,0,0,Laborers,2.0,3,3,MONDAY,9,0,0,0,0,0,0,Postal,0.4938861821889957,0.3341688139258219,,0.0722,0.0036,0.9781,0.7008,0.0079,0.0,0.1379,0.1667,0.0417,0.0841,0.0588,0.0626,0.0,0.0,0.0735,0.0038,0.9782,0.7125,0.008,0.0,0.1379,0.1667,0.0417,0.086,0.0643,0.0652,0.0,0.0,0.0729,0.0036,0.9781,0.7048,0.0079,0.0,0.1379,0.1667,0.0417,0.0856,0.0599,0.0637,0.0,0.0,reg oper account,block of flats,0.0492,"Stone, brick",No,0.0,0.0,0.0,0.0,-288.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,0.1944962107094049,0.5973002030820691,78750.0,0.0969428571428571,0.0579039882587845,2.0,-2630.5,0.0,-1901.5,-2436.5,0.0,0.0,94320.0,0.0,0.0,0.0,-1549.0,,,2.0,1970726.5,6515.6625,74736.0,80253.0,0.0,74736.0,13.0,1.0,0.0,,,-288.0,1552.0,6.0,365243.0,182492.5,182657.5,365243.0,365243.0,0.5,-5.0,0.0,95000.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.0,4.5,-153.0,-170.125,10781.325,10781.325,-5.0,12.0,8.0,0.0,0.0
